adm2_code,adm1_code,year,yield,area_harvested_obs,phen_gup,phen_dor
US01121,US01,2014,144.40000000000092,8900.0,68,282
US01121,US01,2015,133.3000000000006,6100.0,68,282
US01121,US01,2018,,,68,282
US05001,US05,2009,160.0,8800.0,107,277
US05001,US05,2010,171.900000000001,6400.0,107,277
US05001,US05,2011,160.90000000000097,22500.0,107,277
US05001,US05,2012,188.5999999999993,38700.0,107,277
US05001,US05,2013,199.0,58500.0,107,277
US05001,US05,2014,188.9000000000007,33000.0,107,277
US05001,US05,2015,189.0999999999993,30200.0,107,277
US05001,US05,2016,182.0,46400.0,107,277
US05001,US05,2017,192.30000000000132,46200.0,107,277
US05001,US05,2018,,,107,277
US05003,US05,2003,140.0,8000.0,107,282
US05003,US05,2004,128.0,9000.0,107,282
US05003,US05,2009,145.0,21500.0,107,282
US05003,US05,2010,169.0,15200.0,107,282
US05003,US05,2012,187.19999999999877,29700.0,107,282
US05003,US05,2013,193.19999999999868,45800.0,107,282
US05003,US05,2014,193.40000000000052,22000.0,107,282
US05003,US05,2015,191.19999999999874,25700.0,107,282
US05003,US05,2016,189.0,32400.0,107,282
US05003,US05,2017,196.19999999999868,25000.0,107,282
US05003,US05,2018,,,107,282
US05017,US05,2003,134.0,14000.0,109,272
US05017,US05,2004,133.0,13800.0,109,272
US05017,US05,2005,150.0,12100.0,109,272
US05017,US05,2006,141.0,14200.0,109,272
US05017,US05,2007,166.0,41500.0,109,272
US05017,US05,2008,156.0,33000.0,109,272
US05017,US05,2009,137.0,34300.0,109,272
US05017,US05,2010,160.800000000001,25000.0,109,272
US05017,US05,2011,156.69999999999905,37100.0,109,272
US05017,US05,2012,188.5999999999993,50100.0,109,272
US05017,US05,2013,184.0,60600.0,109,272
US05017,US05,2014,189.30000000000126,26100.0,109,272
US05017,US05,2015,187.69999999999874,25700.0,109,272
US05017,US05,2016,184.40000000000083,31600.0,109,272
US05017,US05,2017,182.40000000000092,19900.0,109,272
US05017,US05,2018,,,109,272
US05021,US05,2003,156.0,26000.0,123,283
US05021,US05,2004,164.0,27500.0,123,283
US05021,US05,2005,149.0,23800.0,123,283
US05021,US05,2006,173.0,21000.0,123,283
US05021,US05,2007,176.0,43500.0,123,283
US05021,US05,2008,165.0,34500.0,123,283
US05021,US05,2009,163.0,28900.0,123,283
US05021,US05,2010,156.0,23500.0,123,283
US05021,US05,2011,144.5,27200.0,123,283
US05021,US05,2012,182.69999999999877,32300.0,123,283
US05021,US05,2013,191.9000000000006,38400.0,123,283
US05021,US05,2014,194.5999999999995,25100.0,123,283
US05021,US05,2015,180.8000000000012,25200.0,123,283
US05021,US05,2016,172.90000000000103,31700.0,123,283
US05021,US05,2017,203.40000000000023,30500.0,123,283
US05021,US05,2018,,,123,283
US05031,US05,2003,154.0,9000.0,129,282
US05031,US05,2004,160.0,10800.0,129,282
US05031,US05,2006,145.0,5600.0,129,282
US05031,US05,2007,184.0,20000.0,129,282
US05031,US05,2008,170.0,17500.0,129,282
US05031,US05,2009,168.0,21400.0,129,282
US05031,US05,2010,169.599999999999,20200.0,129,282
US05031,US05,2011,147.3000000000008,24400.0,129,282
US05031,US05,2012,191.0999999999994,31400.0,129,282
US05031,US05,2013,189.30000000000126,46100.0,129,282
US05031,US05,2014,183.80000000000123,29700.0,129,282
US05031,US05,2015,179.900000000001,24700.0,129,282
US05031,US05,2016,184.40000000000083,36300.0,129,282
US05031,US05,2017,185.4000000000008,32600.0,129,282
US05031,US05,2018,,,129,282
US05035,US05,2003,128.0,21000.0,107,273
US05035,US05,2004,120.0,19000.0,107,273
US05035,US05,2005,115.0,5300.0,107,273
US05035,US05,2007,165.0,12400.0,107,273
US05035,US05,2008,132.0,7900.0,107,273
US05035,US05,2009,167.0,7800.0,107,273
US05035,US05,2011,139.0999999999991,7400.0,107,273
US05035,US05,2012,174.19999999999885,9300.0,107,273
US05035,US05,2014,183.0,8800.0,107,273
US05035,US05,2015,173.0,7100.0,107,273
US05035,US05,2016,142.90000000000092,17300.0,107,273
US05035,US05,2017,178.3000000000012,13800.0,107,273
US05035,US05,2018,,,107,273
US05041,US05,2007,187.0,33500.0,110,270
US05041,US05,2008,169.0,25000.0,110,270
US05041,US05,2009,170.0,19500.0,110,270
US05041,US05,2010,181.0,11000.0,110,270
US05041,US05,2011,176.19999999999882,26600.0,110,270
US05041,US05,2012,201.1999999999986,51600.0,110,270
US05041,US05,2013,193.40000000000052,70400.0,110,270
US05041,US05,2014,204.0,30100.0,110,270
US05041,US05,2015,194.5999999999995,29800.0,110,270
US05041,US05,2016,186.0,45000.0,110,270
US05041,US05,2017,193.80000000000132,26500.0,110,270
US05041,US05,2018,,,110,270
US05043,US05,2007,173.0,10900.0,103,285
US05043,US05,2008,161.0,8000.0,103,285
US05043,US05,2009,174.0,6000.0,103,285
US05043,US05,2012,192.80000000000132,18100.0,103,285
US05043,US05,2013,189.0999999999993,21600.0,103,285
US05043,US05,2014,205.8000000000014,11100.0,103,285
US05043,US05,2015,188.9000000000007,13100.0,103,285
US05043,US05,2016,188.09999999999928,13500.0,103,285
US05043,US05,2017,189.19999999999874,10200.0,103,285
US05043,US05,2018,,,103,285
US05055,US05,2003,139.0,10000.0,115,285
US05055,US05,2004,147.0,9000.0,115,285
US05055,US05,2007,172.0,20000.0,115,285
US05055,US05,2008,153.0,16500.0,115,285
US05055,US05,2009,149.0,12500.0,115,285
US05055,US05,2010,159.0,11000.0,115,285
US05055,US05,2011,110.30000000000013,13300.0,115,285
US05055,US05,2012,144.59999999999908,22400.0,115,285
US05055,US05,2013,176.0,22500.0,115,285
US05055,US05,2014,182.5,15900.0,115,285
US05055,US05,2015,175.19999999999885,11800.0,115,285
US05055,US05,2016,168.8000000000011,19900.0,115,285
US05055,US05,2017,186.30000000000123,17500.0,115,285
US05055,US05,2018,,,115,285
US05063,US05,2003,126.0,13500.0,82,284
US05063,US05,2004,120.0,8000.0,82,284
US05063,US05,2005,80.0,9000.0,82,284
US05063,US05,2006,121.0,6000.0,82,284
US05063,US05,2007,154.0,9800.0,82,284
US05063,US05,2009,135.0,7500.0,82,284
US05063,US05,2010,130.0,6200.0,82,284
US05063,US05,2011,112.09999999999924,5200.0,82,284
US05063,US05,2012,160.300000000001,7800.0,82,284
US05067,US05,2003,140.0,14000.0,91,269
US05067,US05,2004,151.0,11000.0,91,269
US05067,US05,2005,130.0,15000.0,91,269
US05067,US05,2006,156.0,10500.0,91,269
US05067,US05,2007,149.0,18000.0,91,269
US05067,US05,2008,150.0,9000.0,91,269
US05067,US05,2009,153.0,5900.0,91,269
US05067,US05,2010,150.0,7800.0,91,269
US05067,US05,2011,147.40000000000094,8700.0,91,269
US05067,US05,2012,166.900000000001,12400.0,91,269
US05067,US05,2013,174.69999999999885,18800.0,91,269
US05067,US05,2014,173.0,15600.0,91,269
US05067,US05,2015,168.900000000001,11700.0,91,269
US05067,US05,2016,147.3000000000008,20500.0,91,269
US05067,US05,2017,174.19999999999885,9700.0,91,269
US05067,US05,2018,,,91,269
US05069,US05,2003,164.0,15500.0,111,274
US05069,US05,2004,155.0,12800.0,111,274
US05069,US05,2005,172.0,10700.0,111,274
US05069,US05,2006,174.0,8200.0,111,274
US05069,US05,2007,177.0,25500.0,111,274
US05069,US05,2008,156.0,23500.0,111,274
US05069,US05,2009,166.0,23500.0,111,274
US05069,US05,2010,166.0,26100.0,111,274
US05069,US05,2011,153.59999999999906,42500.0,111,274
US05069,US05,2012,191.5999999999994,52300.0,111,274
US05069,US05,2013,193.5,52200.0,111,274
US05069,US05,2014,201.3000000000014,29000.0,111,274
US05069,US05,2015,199.80000000000135,31700.0,111,274
US05069,US05,2016,190.90000000000063,57100.0,111,274
US05069,US05,2017,187.0,38200.0,111,274
US05069,US05,2018,,,111,274
US05073,US05,2003,125.0,11000.0,75,275
US05073,US05,2004,129.0,8500.0,75,275
US05073,US05,2005,106.0,7000.0,75,275
US05073,US05,2006,134.0,5300.0,75,275
US05073,US05,2007,173.0,11100.0,75,275
US05073,US05,2008,142.0,10700.0,75,275
US05073,US05,2009,127.0,14000.0,75,275
US05073,US05,2010,130.0,11400.0,75,275
US05073,US05,2011,129.69999999999945,12600.0,75,275
US05073,US05,2017,165.900000000001,11500.0,75,275
US05073,US05,2018,,,75,275
US05077,US05,2003,154.0,19500.0,114,275
US05077,US05,2004,146.0,14900.0,114,275
US05077,US05,2005,135.0,6300.0,114,275
US05077,US05,2007,176.0,31500.0,114,275
US05077,US05,2008,142.0,11900.0,114,275
US05077,US05,2009,146.0,13600.0,114,275
US05077,US05,2010,145.0,20100.0,114,275
US05077,US05,2011,120.59999999999918,22000.0,114,275
US05077,US05,2012,168.1999999999989,28000.0,114,275
US05077,US05,2014,177.90000000000103,22600.0,114,275
US05077,US05,2015,164.69999999999894,12600.0,114,275
US05077,US05,2016,149.5,36800.0,114,275
US05077,US05,2017,184.0,31900.0,114,275
US05077,US05,2018,,,114,275
US05079,US05,2009,161.0,9700.0,112,269
US05079,US05,2010,165.0,8000.0,112,269
US05079,US05,2011,152.5,14100.0,112,269
US05079,US05,2012,192.19999999999868,23200.0,112,269
US05079,US05,2013,188.5999999999993,28400.0,112,269
US05079,US05,2014,195.0,18000.0,112,269
US05079,US05,2015,192.80000000000132,21700.0,112,269
US05079,US05,2016,181.1999999999988,32900.0,112,269
US05079,US05,2017,189.5,18500.0,112,269
US05079,US05,2018,,,112,269
US05085,US05,2007,191.0,14900.0,110,281
US05085,US05,2008,168.0,17800.0,110,281
US05085,US05,2009,169.0,23800.0,110,281
US05085,US05,2010,175.0,20500.0,110,281
US05085,US05,2011,157.59999999999906,27000.0,110,281
US05085,US05,2012,189.0999999999993,32200.0,110,281
US05085,US05,2013,197.80000000000135,44800.0,110,281
US05085,US05,2014,198.90000000000035,34000.0,110,281
US05085,US05,2015,190.0,29800.0,110,281
US05085,US05,2016,173.69999999999885,39000.0,110,281
US05085,US05,2017,187.59999999999928,36000.0,110,281
US05085,US05,2018,,,110,281
US05093,US05,2003,157.0,13000.0,134,275
US05093,US05,2004,150.0,15400.0,134,275
US05093,US05,2005,154.0,10500.0,134,275
US05093,US05,2007,173.0,26500.0,134,275
US05093,US05,2008,159.0,17000.0,134,275
US05093,US05,2009,169.0,19000.0,134,275
US05093,US05,2010,166.0,18900.0,134,275
US05093,US05,2011,137.19999999999933,19900.0,134,275
US05093,US05,2012,170.900000000001,24400.0,134,275
US05093,US05,2013,194.40000000000052,38500.0,134,275
US05093,US05,2014,201.1999999999986,20900.0,134,275
US05093,US05,2015,179.900000000001,13800.0,134,275
US05093,US05,2017,163.59999999999903,17300.0,134,275
US05093,US05,2018,,,134,275
US05095,US05,2003,154.0,26500.0,99,279
US05095,US05,2004,130.0,21200.0,99,279
US05095,US05,2005,125.0,13800.0,99,279
US05095,US05,2006,152.0,8200.0,99,279
US05095,US05,2007,162.0,36500.0,99,279
US05095,US05,2008,145.0,25000.0,99,279
US05095,US05,2009,147.0,21700.0,99,279
US05095,US05,2010,143.0,13700.0,99,279
US05095,US05,2011,137.80000000000067,20000.0,99,279
US05095,US05,2012,177.40000000000103,35000.0,99,279
US05095,US05,2013,182.40000000000092,28400.0,99,279
US05095,US05,2014,184.19999999999877,23600.0,99,279
US05095,US05,2015,180.3000000000012,14700.0,99,279
US05095,US05,2016,163.40000000000097,35600.0,99,279
US05095,US05,2017,182.09999999999908,29000.0,99,279
US05095,US05,2018,,,99,279
US05107,US05,2003,127.0,30000.0,112,264
US05107,US05,2004,134.0,17500.0,112,264
US05107,US05,2005,141.0,8800.0,112,264
US05107,US05,2006,152.0,5600.0,112,264
US05107,US05,2007,176.0,68500.0,112,264
US05107,US05,2008,141.0,38500.0,112,264
US05107,US05,2009,149.0,18200.0,112,264
US05107,US05,2010,145.5,20000.0,112,264
US05107,US05,2011,142.0,31400.0,112,264
US05107,US05,2012,181.90000000000094,39200.0,112,264
US05107,US05,2013,187.90000000000072,58500.0,112,264
US05107,US05,2014,197.19999999999865,28500.0,112,264
US05107,US05,2015,185.5999999999992,17700.0,112,264
US05107,US05,2016,169.80000000000112,44000.0,112,264
US05107,US05,2017,172.099999999999,32600.0,112,264
US05107,US05,2018,,,112,264
US05111,US05,2004,146.0,5700.0,131,279
US05111,US05,2007,174.0,11500.0,131,279
US05111,US05,2008,177.0,11000.0,131,279
US05111,US05,2009,164.0,7100.0,131,279
US05111,US05,2010,153.0,9800.0,131,279
US05111,US05,2011,153.0,10100.0,131,279
US05111,US05,2012,172.30000000000112,20600.0,131,279
US05111,US05,2014,180.099999999999,17900.0,131,279
US05111,US05,2015,192.5,8500.0,131,279
US05111,US05,2016,176.69999999999882,20900.0,131,279
US05111,US05,2017,195.4000000000005,18600.0,131,279
US05111,US05,2018,,,131,279
US05117,US05,2007,172.0,8100.0,109,287
US05117,US05,2008,169.0,7300.0,109,287
US05117,US05,2009,171.0,6300.0,109,287
US05117,US05,2010,169.80000000000112,6200.0,109,287
US05117,US05,2011,158.80000000000098,9700.0,109,287
US05117,US05,2012,194.9000000000005,13800.0,109,287
US05117,US05,2013,183.9000000000009,15500.0,109,287
US05117,US05,2014,185.5999999999992,11800.0,109,287
US05117,US05,2015,187.19999999999877,11700.0,109,287
US05117,US05,2016,182.5,14000.0,109,287
US05117,US05,2018,,,109,287
US05121,US05,2003,145.0,7500.0,117,285
US05121,US05,2004,163.0,6800.0,117,285
US05121,US05,2005,154.0,5300.0,117,285
US05121,US05,2007,173.0,11800.0,117,285
US05121,US05,2008,151.0,9100.0,117,285
US05121,US05,2009,145.0,6300.0,117,285
US05121,US05,2011,112.09999999999924,7000.0,117,285
US05121,US05,2012,164.59999999999903,7900.0,117,285
US05121,US05,2014,181.09999999999906,5700.0,117,285
US05121,US05,2016,173.59999999999897,6700.0,117,285
US05121,US05,2018,,,117,285
US05123,US05,2003,145.0,7500.0,117,272
US05123,US05,2007,173.0,10900.0,117,272
US05123,US05,2008,160.0,6400.0,117,272
US05123,US05,2009,158.0,5500.0,117,272
US05123,US05,2011,159.5,7900.0,117,272
US05123,US05,2013,172.400000000001,17400.0,117,272
US05123,US05,2014,179.09999999999897,11500.0,117,272
US05123,US05,2015,165.69999999999894,6700.0,117,272
US05123,US05,2017,183.4000000000009,16300.0,117,272
US05123,US05,2018,,,117,272
US05147,US05,2003,146.0,17000.0,90,276
US05147,US05,2004,138.0,16200.0,90,276
US05147,US05,2005,120.0,16000.0,90,276
US05147,US05,2006,152.0,10100.0,90,276
US05147,US05,2007,153.0,20700.0,90,276
US05147,US05,2008,135.0,13400.0,90,276
US05147,US05,2009,139.0,11900.0,90,276
US05147,US05,2010,153.09999999999906,11900.0,90,276
US05147,US05,2011,146.0,16200.0,90,276
US05147,US05,2012,175.90000000000103,20300.0,90,276
US05147,US05,2013,167.0,20000.0,90,276
US05147,US05,2014,172.5,16500.0,90,276
US05147,US05,2015,164.40000000000097,12900.0,90,276
US05147,US05,2016,159.59999999999903,18000.0,90,276
US05147,US05,2017,177.40000000000103,16400.0,90,276
US05147,US05,2018,,,90,276
US06021,US06,2003,176.80000000000118,12500.0,72,263
US06021,US06,2004,203.6999999999986,12000.0,72,263
US06021,US06,2005,210.0,9000.0,72,263
US06021,US06,2006,196.80000000000135,7700.0,72,263
US06021,US06,2007,204.0,17000.0,72,263
US06021,US06,2008,221.0,7000.0,72,263
US06021,US06,2009,183.0,7500.0,72,263
US06021,US06,2010,238.8000000000016,8000.0,72,263
US06021,US06,2011,232.0,6900.0,72,263
US06021,US06,2012,208.19999999999857,9800.0,72,263
US06021,US06,2014,196.69999999999865,6000.0,72,263
US06021,US06,2016,255.399999999999,5600.0,72,263
US06021,US06,2018,,,72,263
US06047,US06,2003,133.5999999999991,11000.0,60,248
US06047,US06,2004,172.90000000000103,10000.0,60,248
US06047,US06,2005,173.19999999999885,7800.0,60,248
US06047,US06,2006,164.59999999999903,6500.0,60,248
US06047,US06,2007,176.0,17000.0,60,248
US06047,US06,2011,188.9000000000007,10800.0,60,248
US06047,US06,2012,195.69999999999868,11500.0,60,248
US06047,US06,2013,193.09999999999945,30300.0,60,248
US06047,US06,2016,113.3000000000002,7500.0,60,248
US06047,US06,2018,,,60,248
US06067,US06,2003,142.19999999999925,22500.0,64,252
US06067,US06,2004,158.80000000000098,29000.0,64,252
US06067,US06,2005,156.30000000000095,28500.0,64,252
US06067,US06,2006,152.09999999999906,14600.0,64,252
US06067,US06,2007,176.0,22000.0,64,252
US06067,US06,2008,195.0,17600.0,64,252
US06067,US06,2009,159.0,17700.0,64,252
US06067,US06,2010,164.09999999999903,19800.0,64,252
US06067,US06,2011,167.900000000001,20200.0,64,252
US06067,US06,2012,165.900000000001,22000.0,64,252
US06067,US06,2013,173.90000000000103,23000.0,64,252
US06067,US06,2014,173.0,10000.0,64,252
US06067,US06,2015,157.40000000000094,17900.0,64,252
US06067,US06,2016,213.5,11900.0,64,252
US06067,US06,2018,,,64,252
US06077,US06,2003,161.90000000000097,45000.0,79,274
US06077,US06,2004,162.300000000001,44000.0,79,274
US06077,US06,2005,170.30000000000112,48500.0,79,274
US06077,US06,2006,160.90000000000097,31500.0,79,274
US06077,US06,2007,167.400000000001,49000.0,79,274
US06077,US06,2008,191.0,55000.0,79,274
US06077,US06,2009,179.0,39000.0,79,274
US06077,US06,2010,190.40000000000063,53000.0,79,274
US06077,US06,2011,178.09999999999897,52000.0,79,274
US06077,US06,2012,169.400000000001,53900.0,79,274
US06077,US06,2013,183.0999999999991,45500.0,79,274
US06077,US06,2015,157.69999999999905,13000.0,79,274
US06077,US06,2016,181.1999999999988,28000.0,79,274
US06077,US06,2017,170.30000000000112,18400.0,79,274
US06077,US06,2018,,,79,274
US06095,US06,2003,170.0,6500.0,47,264
US06095,US06,2004,193.40000000000052,10400.0,47,264
US06095,US06,2007,192.0999999999994,9000.0,47,264
US06095,US06,2009,168.0,6300.0,47,264
US06095,US06,2010,200.0,13000.0,47,264
US06095,US06,2011,192.19999999999868,9900.0,47,264
US06095,US06,2012,201.9000000000003,10700.0,47,264
US06095,US06,2013,201.8000000000014,10900.0,47,264
US06095,US06,2014,170.0,6000.0,47,264
US06113,US06,2003,174.59999999999897,5700.0,67,260
US06113,US06,2004,187.09999999999926,12000.0,67,260
US06113,US06,2007,215.0,11000.0,67,260
US06113,US06,2009,158.0,6400.0,67,260
US06113,US06,2010,203.40000000000023,17000.0,67,260
US06113,US06,2011,169.400000000001,13300.0,67,260
US06113,US06,2012,161.59999999999903,13400.0,67,260
US06113,US06,2013,205.5,12700.0,67,260
US06113,US06,2018,,,67,260
US08001,US08,2003,47.5,10500.0,101,265
US08001,US08,2005,138.5,7100.0,101,265
US08001,US08,2006,167.5,5100.0,101,265
US08001,US08,2007,76.0,15300.0,101,265
US08001,US08,2008,94.0,10100.0,101,265
US08001,US08,2010,81.79999999999951,13300.0,101,265
US08001,US08,2011,72.70000000000046,24100.0,101,265
US08001,US08,2012,65.0,25000.0,101,265
US08001,US08,2013,61.79999999999958,24400.0,101,265
US08001,US08,2014,125.40000000000084,28300.0,101,265
US08001,US08,2015,112.5,17500.0,101,265
US08001,US08,2016,90.0999999999994,27150.0,101,265
US08001,US08,2017,82.0,29200.0,101,265
US08001,US08,2018,,,101,265
US08009,US08,2003,131.0,17000.0,99,287
US08009,US08,2004,172.0,31000.0,99,287
US08009,US08,2005,130.5,48000.0,99,287
US08009,US08,2006,136.5,37900.0,99,287
US08009,US08,2007,112.5,48000.0,99,287
US08009,US08,2008,108.0,48600.0,99,287
US08009,US08,2010,132.4000000000009,87100.0,99,287
US08009,US08,2012,138.19999999999933,47100.0,99,287
US08009,US08,2016,128.19999999999948,55000.0,99,287
US08009,US08,2018,,,99,287
US08011,US08,2005,133.5,6900.0,101,318
US08011,US08,2007,167.0,9700.0,101,318
US08011,US08,2008,149.0,11800.0,101,318
US08011,US08,2010,146.8000000000008,11500.0,101,318
US08011,US08,2011,144.0,7500.0,101,318
US08011,US08,2014,131.5999999999991,8200.0,101,318
US08011,US08,2016,155.40000000000094,14000.0,101,318
US08011,US08,2017,164.30000000000103,12800.0,101,318
US08011,US08,2018,,,101,318
US08017,US08,2003,85.5,49000.0,95,276
US08017,US08,2004,78.5,100000.0,95,276
US08017,US08,2005,102.5,51900.0,95,276
US08017,US08,2006,77.0,39500.0,95,276
US08017,US08,2007,103.5,50500.0,95,276
US08017,US08,2008,92.0,31400.0,95,276
US08017,US08,2010,127.0,47700.0,95,276
US08017,US08,2011,92.20000000000041,61900.0,95,276
US08017,US08,2012,75.5,34300.0,95,276
US08017,US08,2013,101.7999999999999,29400.0,95,276
US08017,US08,2014,102.5999999999993,32300.0,95,276
US08017,US08,2015,101.29999999999988,38700.0,95,276
US08017,US08,2016,81.79999999999951,56200.0,95,276
US08017,US08,2017,110.69999999999986,62900.0,95,276
US08017,US08,2018,,,95,276
US08061,US08,2004,67.5,27700.0,98,269
US08061,US08,2005,78.5,12700.0,98,269
US08061,US08,2006,43.5,13200.0,98,269
US08061,US08,2008,60.0,12400.0,98,269
US08061,US08,2010,60.59999999999981,26000.0,98,269
US08061,US08,2011,64.70000000000043,18000.0,98,269
US08061,US08,2013,59.59999999999983,13500.0,98,269
US08061,US08,2015,77.29999999999953,20400.0,98,269
US08061,US08,2016,50.70000000000035,22100.0,98,269
US08061,US08,2018,,,98,269
US08063,US08,2003,133.0,145000.0,98,282
US08063,US08,2004,114.0,213200.0,98,282
US08063,US08,2005,134.0,167300.0,98,282
